11.524773,	-23.966591,	5.000000
12.032523,	-23.940613,	5.000000
12.539842,	-23.907223,	5.000000
13.046617,	-23.866426,	5.000000
13.552744,	-23.818235,	5.000000
14.058112,	-23.762657,	5.000000
14.562614,	-23.699701,	5.000000
15.066144,	-23.629387,	5.000000
15.568593,	-23.551723,	5.000000
16.069855,	-23.466734,	5.000000
16.569820,	-23.374432,	5.000000
17.068386,	-23.274837,	5.000000
17.565443,	-23.167971,	5.000000
18.060886,	-23.053858,	5.000000
18.554611,	-22.932522,	5.000000
19.046511,	-22.803986,	5.000000
19.536482,	-22.668282,	5.000000
20.024418,	-22.525434,	5.000000
20.510216,	-22.375481,	5.000000
20.993771,	-22.218443,	5.000018
21.469786,	-22.059774,	5.000203
21.944126,	-21.901661,	5.000589
22.416809,	-21.744125,	5.001177
22.908609,	-21.582138,	5.002056
23.403404,	-21.426773,	5.003293
23.891476,	-21.288221,	5.004960
24.398436,	-21.169460,	5.007306
24.897747,	-21.083992,	5.010105
25.401333,	-21.029037,	5.013357
25.907328,	-21.004805,	5.017062
26.413858,	-21.011379,	5.021220
26.919052,	-21.048738,	5.025831
27.421041,	-21.116743,	5.030895
27.917967,	-21.215145,	5.036412
28.407991,	-21.343575,	5.042382
28.889297,	-21.501560,	5.048804
29.377689,	-21.695175,	5.055680
29.846102,	-21.905636,	5.062006
30.318556,	-22.132954,	5.068146
30.786961,	-22.365620,	5.074030
31.233675,	-22.588974,	5.079590
31.680887,	-22.812580,	5.085352
32.128101,	-23.036186,	5.091315
32.575317,	-23.259794,	5.097479
33.022530,	-23.483400,	5.103741
33.469746,	-23.707008,	5.109676
33.916958,	-23.930614,	5.115238
34.364170,	-24.154221,	5.120427
34.811386,	-24.377829,	5.125243
35.258598,	-24.601435,	5.129686
35.746033,	-24.843826,	5.133756
36.202847,	-25.058580,	5.136744
36.665127,	-25.261295,	5.139493
37.132557,	-25.451830,	5.142003
37.604824,	-25.630056,	5.144274
38.081593,	-25.795853,	5.146307
38.562538,	-25.949100,	5.148100
39.047340,	-26.089699,	5.149655
39.535652,	-26.217550,	5.150972
40.027149,	-26.332567,	5.152050
40.521488,	-26.434671,	5.152889
41.018333,	-26.523790,	5.153489
41.517342,	-26.599865,	5.153851
42.018173,	-26.662840,	5.153974
42.520477,	-26.712677,	5.153858
43.023922,	-26.749338,	5.153503
43.528149,	-26.772800,	5.152910
44.032818,	-26.783047,	5.152078
44.537586,	-26.780071,	5.151008
45.042103,	-26.763872,	5.149698
45.546017,	-26.734463,	5.148150
46.048992,	-26.691868,	5.146363
46.550678,	-26.636108,	5.144338
47.050732,	-26.567230,	5.142074
47.548805,	-26.485275,	5.139571
48.044563,	-26.390303,	5.136829
48.537666,	-26.282375,	5.133849
49.027771,	-26.161570,	5.130630
49.514542,	-26.027969,	5.127172
49.997650,	-25.881660,	5.123475
50.480545,	-25.722857,	5.119031
50.954884,	-25.564741,	5.113745
51.429226,	-25.406628,	5.108334
51.896145,	-25.254038,	5.102382
52.395336,	-25.101086,	5.095889
52.897411,	-24.957880,	5.089396
53.402176,	-24.824480,	5.082902
53.909447,	-24.700933,	5.076409
54.419029,	-24.587288,	5.069916
54.930725,	-24.483587,	5.063423
55.444344,	-24.389870,	5.056930
55.959690,	-24.306171,	5.050436
56.476566,	-24.232523,	5.043943
56.994781,	-24.168953,	5.037450
57.514137,	-24.115488,	5.030957
58.034431,	-24.072144,	5.024464
58.555473,	-24.038940,	5.017971
59.077061,	-24.015888,	5.011477
59.599003,	-24.002996,	5.004984
60.099998,	-24.000000,	4.998918
60.599998,	-24.000000,	4.993507
61.099998,	-24.000000,	4.988096
61.599998,	-24.000000,	4.982685
62.099998,	-24.000000,	4.977274
62.599998,	-24.000000,	4.972249
63.099998,	-24.000000,	4.968425
63.599998,	-24.000000,	4.965829
64.099998,	-24.000000,	4.964461
64.599998,	-24.000000,	4.964321
65.099998,	-24.000000,	4.965408
65.599998,	-24.000000,	4.967723
66.099998,	-24.000000,	4.971267
66.599998,	-24.000000,	4.976038
67.099998,	-24.000000,	4.981448
67.599998,	-24.000000,	4.986859
68.099998,	-24.000000,	4.991763
68.599998,	-24.000000,	4.995528
69.099998,	-24.000000,	4.998152
69.599998,	-24.000000,	4.999635
70.099998,	-24.000000,	5.000000
70.599998,	-24.000000,	5.000000
71.099998,	-24.000000,	5.000000
71.603935,	-23.999954,	5.000000
72.123505,	-23.995737,	5.000000
72.657944,	-23.977472,	5.000000
73.180725,	-23.939175,	5.000000
73.729713,	-23.872416,	5.000000
74.274658,	-23.777864,	5.000000
74.814095,	-23.655769,	5.000000
75.346642,	-23.506449,	5.000000
75.870934,	-23.330286,	5.000000
76.385590,	-23.127735,	5.000000
76.889305,	-22.899317,	5.000000
